idn,bbg,jahr,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
994729863,Afl,1812,Demoustier,Charles Albert,Lettres à Emilie sur la mythologie,1,,,,,,
99472988X,Afl,1812,Demoustier,Charles Albert,Lettres à Emilie sur la mythologie,2,,,,,,
99472991X,Afl,1812,Demoustier,Charles Albert,Lettres à Emilie sur la mythologie,3,,,,,,
994730039,Afl,1812,Demoustier,Charles Albert,Lettres à Emilie sur la mythologie,4,,,,,,
99473025X,Afl,1812,Demoustier,Charles Albert,Lettres à Emilie sur la mythologie,5,,,,,,
994730284,Afl,1812,Demoustier,Charles Albert,Lettres à Emilie sur la mythologie,6,,,,,,
994787383,Aal,1826,"Deutschlands Giftpflanzen, nach natürlichen Familien aufgestellt, mit Abb.",,,,,,,,,
994810873,Afl,1829,,,"Lustwandlungen auf der Morgen-Aue des Lebens, zur Erheiterung u. Belehrung d. weibl. Jugend",Th. 1.,,,,,,
994818548,Aal,1815,Vollständiges Altenburger Choral-Melodien-Buch in Buchstaben,,,,,,,,,
994947852,Aal,1827,"De emansione, vel retentione mensium",,,,,,,,,
995041903,Afl,1812,Duftschmid,Kaspar,Fauna Austriae oder Beschreibung der österreischischen Insecten für angehende Freunde der Entomologie,2,,,,,,
99533322X,Aal,1825,"Episteln und Evangelia auf alle Sonn-, Fest- und Feiertage durchs ganze Jahr",nebst d. Historie vom Leiden und Sterben unseres Herrn Jesu Christi ... d. unveränderte augspurgische Confession u. Martin Luthers kleinem Catechisimo,,,,,,,,
995333750,Aal,1812,"Die @Episteln und Evangelia auf alle Sonn- und Festtage des ganzen Jahrs; ingleichen die Geschichte des Leidens und Sterbens, der Auferstehung und Himmelfahrt unserer Herrn Jesu Christi ... zum Gebrauche der lieben Schuljugend","Aufs neue hrsg. u. mit neuen Versen, u. nützl ; Lehren, wie auch tägl. Morgen- u. Abendgebeten ... versehen",,,,,,,,
995348650,Afl,1812,Engelhardt,Karl August,Tägliche Denkwürdigkeiten aus der Sächsischen Geschichte,3,,,,,,
995349304,Aal,1826,Vaterlandskunde für Bürgerschulen des Königreichs Sachsen von Karl August Engelhardt,,,,,,,,,
995382743,Aal,1822,Hel[ii] Eobani Hessi Venus triumphans de qua Joann Camerarius questus ab Eobano ad Thalamum ducitur et in Hispanian abiens carmine celebratur,,,,,,,,,
995387028,Aal,1818,Euklid's Elemente,,,,,,,,,
995414041,Aal,1818,Euphrasia,Taschenbuch f. gesellschaftl. Spiel u. Vergnügen,,,,,,,,
995493537,Aal,1829,Belehrendes und unterhaltendes Erzählungs- und Bilder-ABC,Ein Geschenk f. gutgeartete Schüler u. Schülerinen ; Vom Verf. d. Erbschaften ; Mit 24 Bildern auf 8 Kupfertaf,,,,,,,,
995494118,Aal,1811,ABCbuch für Taubstumme,,,,,,,,,
995556695,Aal,1811,"Les @Avantures de Télémaque fils d'Ulysse par François de Salignac de la Mothe Fénélon oder wunderbare Begebenheiten Telemachs, worinn ... durch dt. Anm. schwere Wörter, Redensarten, ... erklärt u. erl. werden",,,,,,,,,
995571872,Afl,1827,Ferrier,Susan,Die @Heirath Seitenstück zur Erbschaft,T. 1,,,,,,
99557202X,Afl,1827,Ferrier,Susan,Die @Heirath Seitenstück zur Erbschaft,T. 2,,,,,,
995572151,Afl,1827,Ferrier,Susan,Die @Heirath Seitenstück zur Erbschaft,T. 3,,,,,,
99557328X,Afl,1830,Falkenstein,Constantin Karl,"Geschichte der drei wichtigsten Ritterorden des Mittelalters: Templer, Johanniter und Marianer (oder deutsche Herren)",1.,Geschichte des Tempelherren-Ordens,,,,,
995597650,Aal,1830,Die @Feier des Hubertus-Festes am 3. November 1829 vom Hubertus-Vereine zu Halberstadt,,,,,,,,,
995637636,Afl,1820,Fischer,Michael Gotthard,Evangelische Choral-Melodienbuch vierstimmig ausgesetzt mit Vor- und Zwischen-Spielen,Abt. 1,,,,,,
995679606,Afl,1810,Florian,Jean-Pierre Claris,Oeuvres complètes de Jean Pierre Claris de Florian,T. 1 - 6,,,,,,
99567969X,Afl,1810,Florian,Jean-Pierre Claris,Oeuvres complètes de Jean Pierre Claris de Florian,T. 8 - 13,,,,,,
995691401,Aal,1826,"La @divina Commedia di Dante Alighieri cioè L'Inferno, il Purgatorio ed il Paradiso, composta da Giovanni Flaxman, ed incisa dal Lasinio Figlio [d.i. Giovanni Paolo Lasinio]",,,,,,,,,
995691762,Aal,1826,Le @Giornate e la Teogonia di Esiodo Ascreo rappresentate in figure da Giovanni Flaxman,37 tav. in rame conforme alla edizione di Londra 1805,,,,,,,,
99569270X,Aal,1826,Iliade d'Omero [Homer] rapprentata in figure da Giovanni Flaxman,39 tav. in rame conforme alla edizione di Londra 1805,,,,,,,,
995692963,Aal,1826,Odissea d'Omero [Homer] rappresentata in figure da Giovanni Flaxman,34 tav. in rame conforme alla edizione di Londra 1805,,,,,,,,
995696268,Aal,1826,Le @Tragedie d'Eschilo [Aeschylus] rappresentate in figure da Giovanni Flaxman,30 tav. in rame conforme alla edizione di Londra 1805,,,,,,,,
995703612,Aal,1813,Schlachtenruf und Schlachtengesang an die erwachten Teutschen,,,,,,,,,
995722978,Aal,1816,Karls des Großen Geburt und Jugendjahre,Ein Ritterlied,,,,,,,,
995732434,AFl,1818,Schön-Irsa und ihre weiße Kuh,ein Mährchen,,,,,,,,
995739005,AFl,1818,Welleda und Ganna,eine altdt. Geschichte,,,,,,,,
995750513,Aal,1827,"Neuer Tugendspiegel oder Anecdoten und Charakterzüge aus dem Jugendleben denkwürdiger Personen, alter u. neuer Zeit, mit e. Ausw. verwandter Dichtungen",Zunächst in Bürgerschulen zum Vorlesen ...,,,,,,,,
995774129,Aal,1822,Beaux Traits de jeune áge,Suivis de l'histoire de Jeanne d'Arc et du Panthéon des enfants célèbres,,,,,,,,
995775699,Afl,1818,Fréville,Anne-François-Joachim,Vie des enfants célèbres ou modéles du jeune age,1.,,,,,,
995775834,Afl,1818,Fréville,Anne-François-Joachim,Vie des enfants célèbres ou modéles du jeune age,2.,,,,,,
995779414,Aal,1829,Fabeln von Abraham Emanuel Froehlich,,,,,,,,,
995800014,Aal,1830,30 Bilder zu Horazens [Quintus Horatius Flaccus] Werken,,,,,,,,,
995800537,Aal,1828,50 Bilder zu Virgils Aeneide,,,,,,,,,
99580429X,Aal,1826,Das @Vater-unser,,,,,,,,,
995804850,Aal,1827,Umrisse zu Götheʹs Hermann und Dorothea,,,,,,,,,
995821844,Aal,1824,Mythologie für Schulen und zum Selbstunterricht,Mit e. Kupf. v. Ramberg u. vielen Abb.,,,,,,,,
995826870,Aal,1817,Naturgeschichte für Kinder,,,,,,,,,
995828288,Afl,1812,Funke,Carl Philipp,Naturgeschichte und Technologie für Lehrer in Schulen und Liebhaber dieser Wissenschaften,Bd. 1.,,,,,,
995828342,Afl,1812,Funke,Carl Philipp,Naturgeschichte und Technologie für Lehrer in Schulen und Liebhaber dieser Wissenschaften,Bd. 2.,,,,,,
995828369,Afl,1821,Funke,Carl Philipp,Naturgeschichte und Technologie für Lehrer in Schulen und Liebhaber dieser Wissenschaften,Bd. 3.,,,,,,
995830525,Aal,1828,Arkona,Ein Heldengedicht in 20 Gesängen ; Mit e. Ansicht Arkonaʹs u. e. Kte d. Insel Rügen,,,,,,,,
995840784,Aal,1827,Grundriß der Logik,Ein Lehrbuch zum Gebrauch f. Schulen u. Universitäten,,,,,,,,
99593701X,Aal,1830,"Gebet, in den protestantischen Kirchen des Königreichs diesseits des Rheins, am 25. Juni 1830 zu sprechen","[Zur 300-Jahrfeier der Confessio Augustana, in Bayern]",,,,,,,,
996004637,Aal,1810,Der @Frau von Genlis Mythologie in Arabesken,"Durch 54 von ihr selbst gezeichn. Kupf. erl. ; Ein Handbuch f. d. Jugend, Künstler u. Liebhaber d. Alterhums",,,,,,,,
996349367,Aal,1825,De inscriptione Phoenicio-Graeca in Cyrenaica nuper reperta ad Carpocratianorum haeresin pertinente commentatio philologico-historica,[Cum tabula lapidi inscripta],,,,,,,,
996367039,Aal,1810,La @mort d'Abel,,,,,,,,,
996397396,Aal,1822,Handbuch der Land-Bau-Kunst,Kupfer-Sammlung,,,,,,,,
996410678,Aal,1813,Halladat oder das rothe Buch von [Johann Wilhelm Ludwig] Gleim,,,,,,,,,
996507809,Afl,1821,Goeckingk,Leopold Friedrich Günther,Gedichte,Th. 3,,,,,,
996507892,Afl,1821,Goeckingk,Leopold Friedrich Günther,Gedichte,Th. 4,,,,,,
996532455,Afl,1817,Goethe,Johann Wolfgang,[Johann Wolfgang] Goethe's Werke,Bd. 12,,,,,,
996534385,Aal,1817,Altteutsche Volks- und Meisterlieder aus den Handschriften der Heidelberger Bibliothek, Mit 1 Kupf.,,,,,,,,
996536787,Afl,1829,Goethe,Johann Wolfgang,[Johann Wolfgang von] Göthe's Genius,Bd. 1.,R[hythmische Fragmente],,,,,
996536841,Afl,1829,Goethe,Johann Wolfgang,[Johann Wolfgang von] Göthe's Genius,Bd. 2.,[Prosaische Fragmente],,,,,
996536892,Afl,1830,Goethe,Johann Wolfgang,[Johann Wolfgang von] Göthe's Genius,Bd. 3.,Prosaische Fragmente,,,,,
996559914,Afl,1815,Goethe,Johann Wolfgang,[Johann Wolfgang von] Goethe's Gedichte,T. 1,,,,,,
996559957,Afl,1815,Goethe,Johann Wolfgang,[Johann Wolfgang von] Goethe's Gedichte,T. 2,,,,,,
996560823,Aal,1819,West-oestlicher Divan,,,,,,1257445421,,,
996566597,Afl,1816,Goethe,Johann Wolfgang,Faust,[T. 1],,,,,,
996571051,Aal,1829,Herrmann und Dorothea,,,,,,,,,
996590218,Afl,1811,Goethe,Johann Wolfgang,Aus meinem Leben,T. 1,,,,,,
996590250,Afl,1812,Goethe,Johann Wolfgang,Aus meinem Leben,T. 2,,,,,,
996595333,Aal,1819,Maskenzug,,,,,,,,,
996606904,Aal,1816,Torquato Tasso,,,,,,,,,
996618279,Afl,1828,Goldsmith,Oliver,Oliver Goldsmith's Geschichte der Griechen von den frühesten Zeiten bis auf den Tod Alexanders des Macedoniers,Bd. 1,,,,,,
996618422,Afl,1828,Goldsmith,Oliver,Oliver Goldsmith's Geschichte der Griechen von den frühesten Zeiten bis auf den Tod Alexanders des Macedoniers,Bd. 2,,,,,,
996621105,Aal,1818,The @Vicar of Wakefield,,,,,,,,,
996621369,Aal,1829,"Marie und Amalie, Vorbilder einer kindlichen Liebe und frommen Jugend",Ein Muttergeschenk für liebe Töchter ; Mit 7 color. Kupfern,,,,,,,,
996639764,Aal,1830,Chroniques françoises de Jaques Gondar,,,,,,,,,
996653457,Afl,1817,,,Die @Ritterburgen und Bergschlösser Deutschland's,Bd. 2.,,,,,,
996653503,Afl,1821,,,Die @Ritterburgen und Bergschlösser Deutschland's,Bd. 5,,,,,,
996687211,Aal,1812,"Verbesserte und erleichterte griechische Grammatica, in deutlichen Regeln abgefasset u. mit hinlänglichen Exempeln wie auch nöthigen Registern versehen.",,,,,,,,,
996722556,Aal,1828,Le @Gastronome français. où l'art de bien vivre,,,,,,,,,
996768335,Aal,1822,"Vorzeit und Gegenwart an der Bergstraße, dem Neckar und im Odenwald",Erinnerungsblätter f. Freunde dieser Gegenden,,,,,,,,
996771751,Afl,1822,Grimm,Jacob,Deutsche Grammatik,, *T. 1.*,,,,,
996807284,Aal,1819,Leben M. A. von Thümmels,,,,,,,,,
996809295,Aal,1830,O duchu i cechach prawdziwéj poboźności,z przy daniem o pokoiu duszy przez X,,,,,,,,
996822577,Afl,1816,Gubitz,Friedrich W.,Schriften,1.,/ Mit e. Titel- u. Seitenbl. in d. Colorit-Manier d. Holzschnitts von F. W. Gubitz,,,,,
996822658,Afl,1816,Gubitz,Friedrich W.,Schriften,2.,/ Mit e. Titel- u. Seiten-Bl. in d. Colorit-Manier ...,,,,,
99682300X,Aal,1830,Der @letzte Ritter,Romanzen-Kranz,,,,,,,,
996838554,Afl,1830,Guimpel,Friedrich,Abbildung und Beschreibung aller in der Pharmacopoea Borussich aufgeführten Gewächse,Bd. 1,,,,,,
996849084,Afl,1827,Güntz,Eduard Wilhelm,Der @Leichnam des Menschen in seinen physischen Verwandlungen nach Beobachtungen und Versuchen dargestellt von Eduard Wilhelm Güntz,1.,Der @Leichnam des Neugeborenen,,,,,
996861629,Afl,1821,Guts Muths,Johann Christoph Friedrich,Deutsches Land und deutsches Volk,"Bd. 1,1.",Deutsches Land,,,,,
99686170X,Afl,1824,Guts Muths,Johann Christoph Friedrich,Deutsches Land und deutsches Volk,"Bd. 1,2.",Deutsches Land,,,,,
996861831,Afl,1828,Guts Muths,Johann Christoph Friedrich,Deutsches Land und deutsches Volk,"Bd. 1,3.",Deutsches Land,,,,,
996907246,Aal,1819,J. G. Hamanns Briefwechsel mit F. H. Jacobi,,,,,,,,,
996907661,Aal,1822,Amor und Psyche,,,,,,,,,
996908358,Aal,1817,Verkleinerter Handatlas in LX Charten über alle Theile der Erde für Bürgerschulen und Zeitungsleser bestimmt,,,,,,,,,
996913998,Aal,1829,Gedichte von Albrecht v. Haller,Cabinets-Ausg.,,,,,,,,
996934650,Aal,1819,Kronyka Czeská,[Verf.: Wacslaw Hagek z Libocžan [Václav Hájek z Libočan].] [Hrsg.: J. F. z Ssenfeld],,,,,,,,
996947736,Aal,1813,Politisches Quodlibet oder musikalische Probecharte,Schwank in drey Acten,,,,,,,,
996957324,Afl,1829,Harnisch,Wilhelm,Die @wichtigsten neuern Land- und Seereisen,T. 1,Mit 2 Ktn u. 3 Kupfern,,,,,
996957790,Afl,1829,Harnisch,Wilhelm,Die @wichtigsten neuern Land- und Seereisen,T. 5,Mit 1 Kte u. 2 Kupfern,,,,,
996995005,Aal,1827,"Phantasien im Bremer Rathskeller, ein Herbstgeschenk für Freunde des Weines",,,,,,,,,
997012110,Aal,1823,The Life of a soldier ; a narrative and descriptive poem,,,,,,,,,
997014822,Aal,1829,Rheinländischer Hausfreund,,,,,,,,,
997036273,Aal,1830,Encyclopädie der philosophischen Wissenschaften im Grundrisse,,,,,,,,,
997042192,Afl,1810,Heinsius,Theodor,Der @Bardenhain für Deutschlands edle Söhne und Töchter,3,,,,,,
997075872,Afl,1826,Hempel,Friedrich Ferdinand,Allgemeines deutsches Reimlexikon,1,,,,,,
997075910,Afl,1826,Hempel,Friedrich Ferdinand,Allgemeines deutsches Reimlexikon,2,,,,,,
997078022,Aal,1827,"Der @Volksschulenfreund, ein Hülfsbuch zum Lesen, Denken und  Lernen",Nebst 4 Abb. von Giftpflanzen ; Mit stehenden Schriften,,,,,,,,
997104252,Aal,1825,The @Moor,,,,,,,,,
997130040,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Abt. 1,,,,,,
997130040,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Bd. 1,,,,,,
997130229,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Abt. 1,,,,,,
997130229,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Bd. 2,,,,,,
99713027X,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Abt. 1,,,,,,
99713027X,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Bd. 3,,,,,,
99713030X,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Abt. 1,,,,,,
99713030X,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Bd. 4,,,,,,
997130393,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Abt. 1,,,,,,
997130393,Afl,1828,,,Herodot's von Halikarnaß Geschichte,Bd. 5,,,,,,
997137231,Afl,1819,Pestalozzi,Johann Heinrich,Sämmtliche Schriften,Bd. 2.,Lienhard und Gertrud. - Theil 2,,,,,
997137282,Afl,1819,Pestalozzi,Johann Heinrich,Sämmtliche Schriften,Bd. 3.,Lienhard und Gertrud. - Theil 3,,,,,
997137347,Afl,1820,Pestalozzi,Johann Heinrich,Sämmtliche Schriften,Bd. 4.,Lienhard und Gertrud. - Theil 4,,,,,
997150858,Aal,1819,Robinsons Kolonie,,,,,,,,,
997155752,Aal,1822,Gedichte und Leben von Gottlieb Hiller,,,,,,,,,
997233206,Aal,1814,Gedichte,,,,,,,,,
997233796,Aal,1827,[Ludwig Heinrich Christoph] Höltys Gedichte,,,,,,,,,
997262419,Afl,1820,Hoffmannsegg,Johann Centurius,Flore portugaise ou description de toutes les plantes qui croissent naturellement en Portugal ...,T. 2 = Livr. 15,,,,,,
997271566,Aal,1830,Der @belehrende Bergmann,Ein fassliches Lese- u. Bildungsbuch für Kinder u. Erwachsene ... mit e. kurzen Geschichte d. Bergbaues u. e. erklärenden Wörterbuche d. gewöhnlichsten bergmännischen Ausdrücke,,,,,,,,
997276460,Afl,1828,Hoffmann,E. T. A.,E[rnst] T[heodor] A[madeus] Hoffmann's ausgewählte Schriften,8.,Lebens-Ansichten des Katers Murr,,,,,
997276517,Afl,1828,Hoffmann,E. T. A.,E[rnst] T[heodor] A[madeus] Hoffmann's ausgewählte Schriften,9.,Klein Zaches,,,,,
997317930,Afl,1819,,,Homers Ilias,Th. 1,,,,,,
997317965,Afl,1819,,,Homers Ilias,Th. 2,,,,,,
997343850,Aal,1821,Das @Bild,,,,,,,,,
997344024,Aal,1821,Fluch und Segen,,,,,,,,,
997368314,Afl,1820,,,Homeris Odyssea,1,,,,,,
997368411,Afl,1820,,,Homeris Odyssea,2.,Acc. carmina minora,,,,,
997370769,Afl,1819,,,Homerus Odyssee,Teil. 1,,,,,,
997370785,Afl,1819,,,Homerus Odyssee,Teil. 2,,,,,,
997388773,Aal,1830,Odissea di Omero tradotta da Ippolito Pindemonte,,,,,,,,,
997401796,Aal,1821,Q. Horatii Flacci Opera,,,,,,,,,
997402113,Afl,1822,Horatius Flaccus,Quintus,Des @Quintus Horatius Flaccus Werke,1,,,,,,
997402180,Afl,1822,Horatius Flaccus,Quintus,Des @Quintus Horatius Flaccus Werke,2,,,,,,
997404817,Afl,1819,Horatius Flaccus,Quintus,Horazens Satiren,1,,,,,,
997404884,Afl,1819,Horatius Flaccus,Quintus,Horazens Satiren,2,,,,,,
997418486,Afl,1815,Hübner,Johann,[Johann] Hübners Biblische Historien zum Gebrauch für die Jugend und Volksschulen,1.,Die Historien des Alten Testamentes,,,,,
997418540,Afl,1815,Hübner,Johann,[Johann] Hübners Biblische Historien zum Gebrauch für die Jugend und Volksschulen,2.,Die Historien d. Neuen Testamentes,,,,,
997471867,Afl,1812,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,1.,,,,,,
997471913,Afl,1815,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,2.,,,,,,
997472014,Afl,1816,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,3.,,,,,,
997472154,Afl,1816,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,4,,,,,,
997472154,Afl,1816,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,Abth. 1.,,,,,,
997472294,Afl,1819,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,4,,,,,,
997472294,Afl,1819,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,Abth. 2.,,,,,,
997472529,Afl,1819,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,4,,,,,,
997472529,Afl,1819,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,Abth. 3.,J. G. Hamanns Briefwechsel mit F. H. Jacobi hrsg. von Friedrich Roth,,,,,
997472588,Afl,1820,Jacobi,Friedrich Heinrich,Friedrich Heinrich Jacobi's Werke,5,,,,,,
997496274,Aal,1818,Rückblick auf meine merkwürdige Reise über Hammelburg etc,,,,,,,,,
997520078,Aal,1829,Le @Peuple au sacre,"Critiques, observations, causeries, faites devant le tableau de M. le Baron Gerard, recueilles et publiées",,,,,,,,
997533234,Aal,1826,"Herbarium vivum von funfzig der vorzüglichsten so wie einiger schädlichen Futterkräuter und Gräser nebst deren reifen Saamen; mit Bemerkungen über Kennzeichen, Boden, Aussaat und Benutzung der nützlichen so wie Vertilgung der schädlichen",,,,,,,,,
997535849,Aal,1819,Neue Bilder-Geographie für die Jugend,"Nach der Congreß-Acte vom Jahre 1815, den letzten Friedensschlüssen u.d. neuesten Verträgen bearbeitet",,,,,,,,
997565284,Aal,1829,Die @Schule der Frommen,Lustspiel in 3 Aufzügen,,,,,,,,
997611502,Aal,1816,"Die @Kunst, die Verkrümmungen der Kinder zu verhüten und die entstanden sicher und leicht zu heben",Für sorgsame Aeltern und Erzieher ; Mit 2 Kupf.,,,,,,,,
99761286X,Afl,1830,Joger,Sephhard,Die @heilige Schaar,1,,,,,,
997612940,Afl,1830,Joger,Sephhard,Die @heilige Schaar,2,,,,,,
997647825,Afl,1830,Irving,Washington,Gallerie aus Washington Irving's und [James Fenimore] Cooper's Werken,Lfg 1 - 4,,,,,,
99764818X,Afl,1826,Irving,Washington,"Bracebridge-Hall, oder die Humoristen",1,,,,,,
997648228,Afl,1826,Irving,Washington,"Bracebridge-Hall, oder die Humoristen",2,,,,,,
997860154,AFl,1817,Der @Weinberg an der Elbe,aufgef. auf d. Königl. Theater zu Dresden am 15. u. 16. November 1817,,,,,,,,
997924896,Aal,1821,Der @Frühling,ein Gedicht,,,,,,,,
997927593,Afl,1826,Kleist,Heinrich,Heinrich von Kleists gesammelte Schriften,Th. 1,,,,,,
997927623,Afl,1826,Kleist,Heinrich,Heinrich von Kleists gesammelte Schriften,Th. 2,,,,,,
99792764X,Afl,1826,Kleist,Heinrich,Heinrich von Kleists gesammelte Schriften,Th. 3,,,,,,
997932554,Aal,1811,"Der @zerbrochne Krug, ein Lustspiel",,,,,,,,,
997933003,Aal,1818,Leipzigs Freudentage im September 1818,,,,,,,,,
997935782,Afl,1810,Klinger,Friedrich Maximilian,Sämmtliche philosophische Romane,3.,Geschichte Giafars des Barmeciden in 5 Büchern,,,,,
997960914,Afl,1828,Klopstock,Friedrich Gottlieb,[Friedrich Gottlieb] Klopstocks Messias,5.,18 - 20. Gesang,,,,,
997962925,Aal,1821,The @Messiah,,,,,,,,,
997963549,Aal,1827,[Friedrich Gottlieb] Klopstocks Oden,,,,,,,,,
99796877X,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,1.,Oden. - Bd. 1,,,,,
997969199,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,2.,Oden. - Bd. 2,,,,,
997969229,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,3.,Der Messias. - Bd. 1,,,,,
997969245,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,4.,Der Messias. - Bd. 2,,,,,
997969334,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,5.,Der Messias. - Bd. 3,,,,,
997969407,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,6.,Messias. - Bd. 4,,,,,
99796944X,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,9.,Salomo; Hermann und die Fürsten,,,,,
997969687,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,10.,David; Hermanns Tod,,,,,
997969768,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,12,,,,,,
997977159,Afl,1815,Klopstock,Friedrich Gottlieb,Der @Messias,1,,,,,,
997977183,Afl,1815,Klopstock,Friedrich Gottlieb,Der @Messias,2,,,,,,
997977191,Afl,1815,Klopstock,Friedrich Gottlieb,Der @Messias,3,,,,,,
997977205,Afl,1815,Klopstock,Friedrich Gottlieb,Der @Messias,4,,,,,,
998016012,Aal,1830,An den König von Preußen,,,,,,,,,
998020788,Afl,1813,König,Gottlob,Die @Forstorganisazion-Lehre [!],2.,Anleitung zur Holztaxazion,,,,,
998040924,Afl,1815,Körner,Theodor,Theodor Körners Gedichte,1,,,,,,
998040959,Afl,1815,Körner,Theodor,Theodor Körners Gedichte,2,,,,,,
998042153,Aal,1814,Leyer und Schwert,,,,,,,,,
998079960,Aal,1812,"Die @Belagerung von Saragossa, oder Pachter Feldkümmels Hochzeitstag",ein Lustspiel in 4 Akten,,,,,,,,
998080020,Afl,1824,Kortum,Carl Arnold,Die @Jobsiade,1,,,,,,
998080047,Afl,1824,Kortum,Carl Arnold,Die @Jobsiade,2,,,,,,
998080055,Afl,1824,Kortum,Carl Arnold,Die @Jobsiade,3,,,,,,
998080365,Aal,1812,[Die @neue Frauenschule],[frey bearb. nach d. Franz.: Le secret du ménage],,,,,,,,
998080608,Aal,1812,[Max Helfenstein],[ein Lustspiel in 2 Akten],,,,,,,,
99808347X,Aal,1812,[Der @Clubb [Klub] oder die vorwitzigen Weiber],,,,,,,,,
998107468,Aal,1818,D. Martin Luthers Andenken in Münzen nebst Lebensbeschreibungen merkwürdiger Zeitgenossen desselben,mit 47 Kupfern u.d. Ansicht Wittenbergs u. Eisenachs zu Luthers Zeit,,,,,,,,
998107948,Afl,1823,Kreußler,Heinrich Gottlieb,"Sächsische Geschichte für die Jugend, ihre Lehrer und Freunde des Vaterlandes",1.,Altsächsische und sorbenwendische Alterthümer für die Jugend,,,,,
998323896,Afl,1817,Krug,Wilhelm Traugott,Wilhelm Traugott Krug's System der praktischen Philosophie,1.,Rechtslehre,,,,,
998327573,Afl,1819,Krummacher,Friedrich Adolf,Festbüchlein,1.,Der @Sonntag,,,,,
99832759X,Afl,1821,Krummacher,Friedrich Adolf,Festbüchlein,2.,Das @Christfest,,,,,
99832762X,Afl,1819,Krummacher,Friedrich Adolf,Festbüchlein,3.,Das @Neujahrsfest,,,,,
998359343,Aal,1830,[Franz Theodor] Kugler's Skizzenbuch,,,,,,,,,
998377899,Aal,1810,"Kupfer-Sammlung, besonders zu [C. Ph.] Funke Naturgeschichte und Technologie, aber auch zu jedem anderen Lehrbuch der Naturgeschichte brauchbar",in 24 Bl. ; zur allg. Schulencyklopädie gehörig,,,,,,,,
998377937,Aal,1811,Przypisy i inwentarz do Kodexu Postepowania Sa̜dowego Cywilnego,Z przyłac̜ziem niektórych uwag ...,,,,,,,,
998388327,Afl,1826,La Bruyère,Jean,Les @Caractères,1,,,,,,
998388343,Afl,1826,La Bruyère,Jean,Les @Caractères,2,,,,,,
998399426,Afl,1826,Lamartine,Alphonse,Oeuvres d'Alphonse de Lamartine,1,,,,,,
998399485,Afl,1826,Lamartine,Alphonse,Oeuvres d'Alphonse de Lamartine,2,,,,,,
998399728,Aal,1820,Fables,Ornées de figures,,,,,,,,
998402826,Aal,1819,Coup d'oeil sur Alexandrebad et Louisebourg dans le cercle du Haut-Mayn en Bavière,,,,,,,,,
998433403,Aal,1819,Hammelburger Conversations Lexikon [Konversationslexikon],Ankündigung u. 1. Probeheft,,,,,,,,
998433640,Afl,1817,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",[1],,,,,,
998433691,Afl,1822,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",[2.],[Fortgesetzte Reise] nach Hammelburg,,,,,
998433756,Afl,1818,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",3.,[Hammelburger Reise],,,,,
998433780,Afl,1821,Lang,Karl Heinrich,"Merkwürdige Reise über Erlangen, Dreßden, Kassel und Fulda",4.,[Hammelburger Reise],,,,,
