idn,bbg,jahr,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
1000522202,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522202,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,10.,Sophron. Ges. Schulreden,,,,,
1000522229,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522229,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,11.,Adrastea,,,,,
1000522229,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1.,1801 - 1803,,,,,
1000522245,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522245,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,12.,Adrastea,,,,,
100052227X,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
100052227X,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,13.,Briefe zur Beförderung der Humanität,,,,,
1000522334,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522334,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,14.,Briefe ...,,,,,
1000522482,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522482,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,15.,Nachlese histor. Schriften,,,,,
1000522601,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522601,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,16.,"Verstand u. Erfahrung, Vernunft u. Sprache",,,,,
1000522644,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522644,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,17.,Verstand ...,,,,,
1000522644,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2.,,,,,,
1000522695,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522695,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,18.,Kalligone,,,,,
1000522695,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1.,,,,,,
1000522776,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522776,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,19.,Kalligone,,,,,
1000522776,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2.,,,,,,
1000522776,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
1000522822,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522822,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,20.,Erinnerungen aus d. Leben ...,,,,,
1000522822,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000522857,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522857,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,21.,Erinnerungen ...,,,,,
1000522857,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000522865,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 1.],Zur Philosophie u. Geschichte,,,,,
1000522865,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,22.,Erinnerungen ...,,,,,
1000522865,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
1000522946,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000522946,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,1.,Vom Geist der Ebräischen Poesie,,,,,
1000522946,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,"T. 1, Abt. 1",,,,,,
1000523101,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523101,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,2.,Vom Geist ...,,,,,
1000523101,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,"T. 1, 2. Abt.",,,,,,
1000523101,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,"T. 2, 1. Abt.",,,,,,
1000523144,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523144,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,3.,Vom Geist ...,,,,,
1000523144,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,"T. 2, 2. Abt.",,,,,,
1000523195,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523195,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,4.,Salomons Lieder d. Liebe ...,,,,,
1000523268,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523268,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,5.,Älteste Urkunde d. Meschengeschlech,,,,,
1000523268,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000523322,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523322,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,6.,Älteste ...,,,,,
1000523322,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2.,,,,,,
1000523322,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
1000523381,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523381,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,7.,Älteste ...,,,,,
1000523381,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 4,,,,,,
1000523403,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000523403,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,8,Christliche Reden u. Homilien,,,,,
1000523403,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000524396,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524396,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,9.,Christliche ...,,,,,
1000524396,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000524469,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524469,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,10.,Christliche ...,,,,,
1000524469,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
100052454X,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
100052454X,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,11.,Erläuterungen zum Neuen Testament,,,,,
1000524582,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524582,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,12.,Johannes Offenbarung,,,,,
1000524612,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524612,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,13.,"Briefe, das Studium d. Theologie betr.",,,,,
1000524612,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1.,,,,,,
1000524612,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000524663,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524663,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,14.,Briefe ...,,,,,
1000524663,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3.,,,,,,
1000524663,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 4,,,,,,
1000524728,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524728,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,15.,Vom Studium d. Theologie,,,,,
1000524795,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524795,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,16.,Christl. Schriften,,,,,
1000524795,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000524914,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000524914,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,17.,Christl. Schriften,,,,,
1000524914,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
1000525015,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 2.],Zur Religion u. Theologie,,,,,
1000525015,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,17.,Christl. Schriften,,,,,
1000525015,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000525031,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525031,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,1.,Fragmente zur dt. Lit.,,,,,
1000525031,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000525120,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525120,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,2.,Fragmente ...,,,,,
1000525120,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2.,,,,,,
1000525120,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
1000525171,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525171,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,3.,Gedichte,,,,,
1000525171,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000525392,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525392,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,4.,Gedichte,,,,,
1000525392,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000525414,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525414,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,5.,Der Cid,,,,,
1000525465,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525465,Afl,1827,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,6.,Legenden,,,,,
1000525538,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525538,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,7.,Stimmen d. Völker in Liedern,,,,,
1000525538,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000525589,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525589,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,8.,Stimmen ...,,,,,
1000525589,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000525716,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525716,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,9.,Blumenlese aus morgenländ. Dichtern,,,,,
1000525775,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525775,Afl,1828,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,10.,Schriften zur griech. Lit.,,,,,
100052583X,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
100052583X,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,11.,Schriften zur röm. Lit.,,,,,
1000525937,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000525937,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,12.,Terpsichore,,,,,
1000526038,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526038,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,13.,Kritische Wälder ...,,,,,
1000526038,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000526224,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526224,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,14.,Kritisches Wälder ...,,,,,
1000526224,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2.,,,,,,
1000526224,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 3,,,,,,
1000526321,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526321,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,15.,Abhandlungen u. Briefe über schöne Lit.,,,,,
1000526321,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000526372,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526372,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,16.,Abhandlungen ...,,,,,
1000526372,Afl,1829,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000526550,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526550,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,17.,Früchte aus d. sog. goldenen Zeiten,,,,,
1000526550,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 1,,,,,,
1000526615,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526615,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,18.,Früchte ...,,,,,
1000526615,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,T. 2,,,,,,
1000526658,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526658,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,19.,Antiquarische Zusätze,,,,,
1000526690,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,[Abt. 3.],Zur schönen Literatur u. Kunst,,,,,
1000526690,Afl,1830,Herder,Johann Gottfried,Johann Gottfried von Herderʹs sämmtliche Werke,20.,Nachlese zur schönen Literatur u. Kunst,,,,,
1000551504,Aal,1824,"30 malerische An-[sichten] und Aussichten von Dresden und den nächsten Umgebungen; aufgenommen, gez. u. radirt",,,,,,,,,
1000552470,Afl,1820,Robertson,Joseph C.,The @Percy Anectodes,,Anecdotes of hospitality,,,,,
1000552500,Afl,1820,Robertson,Joseph C.,The @Percy Anectodes,,Anectodes of humanity,,,,,
1000552578,Afl,1820,Robertson,Joseph C.,The @Percy Anectodes,,Anectodes of fidelity,,,,,
1000553043,Aal,1829,"Robinson der Jüngere, oder Erzählung seiner merkwürdigen Schicksale und wunderbaren Abentheur zu Wasser und zu Lande",nach Campeʹs Robinson für Bürger und Landleute bearb. ; mit Holzschnitte,,,,,,,,
1000614735,Afl,1824,Rochette,Raoul,Lettres sur la Suisse,P. 2.,Ancien Évèché de Bále,,,,,
1000632113,Aal,1813,Briefe über den Rationalismus,"zur Berichtigg d. schwankenden u. zweideutigen Urtheile, die in den neuesten dogmat. Consequenz-Streitigkeiten über denselben gefällt worden sind",,,,,,,,
1000691799,Aal,1820,Entdeckungsreise unter den Befehlen d. brit. Admiralität mit d. kgl. Schiffen Isabella u. Alexander um Baffins-Bay auszuforschen u. d. Mögl. e. nordwestl. Durchfahrt zu unters.,Mit d. Entdeckungskt. u. 27 z.T. illum. Kupf.,,,,,,,,
100075930X,Aal,1826,Oeuvres complètes de J[ean] J[acques] Rousseau,,,,,,,,,
1000776131,Aal,1820,"Thomas Rowlandsonʹs characteristic Sketches of the lower orders intended as a companion to the [Leighʹs] new picture of London, consisting of fifty-four plates neatly coloured",,,,,,,,,
1000797600,Aal,1827,Duodez-Schul-Atlas,,,,,,,,,
1000797643,Aal,1825,Wandcharte von West- und Mittel-Europa,Berlin 1825,,,,,,,,
1000800261,Aal,1822,Elogium Tiberii Hemsterhusii,cui duae Bentleii epistolae ad Hemsterhusium acc.,,,,,,,,
1000869598,Afl,1821,Sack,Albert,"Beschreibung einer Reise nach Surinam und des Aufenthaltes daselbst in den Jahren 1805, 1806, 1807 [2: 1810, 1811, 1812] so wie von des Verfassers Rückkehr nach Europa über Nord-Amerika",1,,,,,,
1000869660,Afl,1821,Sack,Albert,"Beschreibung einer Reise nach Surinam und des Aufenthaltes daselbst in den Jahren 1805, 1806, 1807 [2: 1810, 1811, 1812] so wie von des Verfassers Rückkehr nach Europa über Nord-Amerika",2,,,,,,
1000886050,Aal,1825,Gedichte,,,,,,,,,
100090198X,Aal,1829,"Krebsbüchlein oder Anweisung zu einer unvernünftigen Erziehung der Kinder,",,,,,,,,,
1000902048,Afl,1823,,,"Sammlung neuer Muster zum Sticken in Plattstich und Tambourin, gezeichnet von einer Hamburgerin",H. 13,,,,,,
1000902528,Aal,1816,Erster Unterricht in der Sittenlehre für Kinder von acht bis zehn Jahren,,,,,,,,,
100090556X,Aal,1827,"Sammlung von Denksprüchen, Liedern, Fabeln, poetischen und prosaischen Erzählung nebst e. Anh. enth. mechanische, logische Lese- u. prakt. Sprachübgn, Luthers kleinen Katechismus ...",für Kinder v. 5 bis 10 Jahren ...,,,,,,,,
1000987515,Aal,1822,Berlins Licht- und Schattenseiten,nach einem mehrjährigen Aufenthalte an Ort und Stelle skizziert,,,,,,,,
1000988333,Aal,1825,"Wittenbergs Denkmäler der Bildnerei, Baukunst und Malerei mit historischen und artistischen Erläuterungen",,,,,,,,,
1001089464,Afl,1816,Schiller,Friedrich,Gedichte von Friedrich v[on] Schiller,1.,,,,,,
1001089510,Afl,1816,Schiller,Friedrich,Gedichte von Friedrich v[on] Schiller,2.,,,,,,
1001102851,Afl,1817,Schiller,Friedrich,Wallenstein,T. 1/2.,,,,,,
1001107179,Afl,1816,Schilling,Gustav,Abendgenossen,1.,,,,,,
1001107233,Afl,1816,Schilling,Gustav,Abendgenossen,2.,,,,,,
1001113446,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,11.,Hinterlassene Schriften,,,,,
1001113721,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,7.,"Oden, geistliche Lieder, Epigramme",,,,,
1001113888,Afl,1823,Klopstock,Friedrich Gottlieb,[Friedrich Gottlob] Klopstocks sämmtliche Werke,8.,Der Tod Adams; Hermanns Schlacht,,,,,
100113883X,Aal,1828,Philosophie des Lebens,in 15 Vorlesungen gehalten zu Wien im Jahre 1827,,,,,,,,
1001141210,Afl,1812,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,1,,,,,,
1001141237,Afl,1812,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,2,,,,,,
100114127X,Afl,1812,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,3,,,,,,
1001141326,Afl,1813,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,4,,,,,,
1001141377,Afl,1813,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,5,,,,,,
1001141393,Afl,1813,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,6,,,,,,
1001141644,Afl,1813,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,7,,,,,,
1001141695,Afl,1813,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,"8, Abt. 1.",,,,,,
100114175X,Afl,1813,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,"8, Abt. 2.",,,,,,
1001141792,Afl,1814,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,"9, Abt. 1.",,,,,,
1001144651,Afl,1814,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,"9, Abt. 2.",,,,,,
1001144678,Afl,1814,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,10,,,,,,
1001144686,Afl,1815,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,11,,,,,,
1001144708,Afl,1815,Schiller,Friedrich,Friedrich von Schillers sämmtliche Werke,12,,,,,,
100116184X,Afl,1822,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,1,,,,,,
1001161939,Afl,1822,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,3,,,,,,
100116203X,Afl,1823,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,6,,,,,,
1001162072,Afl,1823,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,7,,,,,,
100116220X,Afl,1823,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,8,,,,,,
1001162277,Afl,1824,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,9,,,,,,
1001162293,Afl,1824,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,10,,,,,,
100116234X,Afl,1824,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,11,,,,,,
1001162374,Afl,1824,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,12,,,,,,
1001162412,Afl,1825,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,13,,,,,,
1001162463,Afl,1825,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,14,,,,,,
100116248X,Afl,1825,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,15,,,,,,
1001162528,Afl,1825,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,16,,,,,,
1001162560,Afl,1825,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,17,,,,,,
1001162609,Afl,1826,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,18,,,,,,
1001162889,Afl,1823,Schiller,Friedrich,Friedrichs von Schiller sämmtliche Werke,Suppl. 1.,Geschichte des Abfalls der vereinigten Niederlande von der spanischen Regierung,,,,,
